_unit_id,_created_at,_golden,_id,_missed,_started_at,_tainted,_channel,_trust,_worker_id,_country,_region,_city,_ip,crowd_ans,crowd_ans_gold,crowd_ans_gold_reason,gt,gt_conf,plot,question_n,v1,v10,v2,v3,v4,v5,v6,v7,v8,v9
2171272578,2/24/2019 22:31:43,true,4557596948,,2/24/2019 22:31:11,false,clixsense,1.0,31931633,VEN,07,Valencia,181.208.4.96,Fight Club,Fight Club,"",Fight Club,,"A depressed man (Edward Norton) suffering from insomnia meets a strange soap salesman named Tyler Durden (Brad Pitt) and soon finds himself living in his squalid house after his perfect apartment is destroyed. The two bored men form an underground club with strict rules and fight other men who are fed up with their mundane lives. Their perfect partnership frays when Marla (Helena Bonham Carter), a fellow support group crasher, attracts Tyler's attention.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Fight Club,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171272578,2/24/2019 22:32:19,true,4557598576,,2/24/2019 22:27:25,false,clixsense,1.0,40773797,UKR,08,Kherson,95.134.125.129,Fight Club,Fight Club,"",Fight Club,,"A depressed man (Edward Norton) suffering from insomnia meets a strange soap salesman named Tyler Durden (Brad Pitt) and soon finds himself living in his squalid house after his perfect apartment is destroyed. The two bored men form an underground club with strict rules and fight other men who are fed up with their mundane lives. Their perfect partnership frays when Marla (Helena Bonham Carter), a fellow support group crasher, attracts Tyler's attention.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Fight Club,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171272578,2/24/2019 22:32:57,true,4557600385,,2/24/2019 22:29:20,false,clixsense,1.0,39773483,UKR,07,Kharkiv,178.165.121.183,Fight Club,Fight Club,"",Fight Club,,"A depressed man (Edward Norton) suffering from insomnia meets a strange soap salesman named Tyler Durden (Brad Pitt) and soon finds himself living in his squalid house after his perfect apartment is destroyed. The two bored men form an underground club with strict rules and fight other men who are fed up with their mundane lives. Their perfect partnership frays when Marla (Helena Bonham Carter), a fellow support group crasher, attracts Tyler's attention.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Fight Club,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171272578,2/24/2019 22:33:09,true,4557600952,,2/24/2019 22:29:31,false,neodev,1.0,43796734,VEN,"","",190.205.17.46,Fight Club,Fight Club,"",Fight Club,,"A depressed man (Edward Norton) suffering from insomnia meets a strange soap salesman named Tyler Durden (Brad Pitt) and soon finds himself living in his squalid house after his perfect apartment is destroyed. The two bored men form an underground club with strict rules and fight other men who are fed up with their mundane lives. Their perfect partnership frays when Marla (Helena Bonham Carter), a fellow support group crasher, attracts Tyler's attention.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Fight Club,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171272578,2/24/2019 22:33:25,true,4557601752,,2/24/2019 22:30:14,false,clixsense,1.0,43845621,IND,34,Patna,103.88.58.198,Fight Club,Fight Club,"",Fight Club,,"A depressed man (Edward Norton) suffering from insomnia meets a strange soap salesman named Tyler Durden (Brad Pitt) and soon finds himself living in his squalid house after his perfect apartment is destroyed. The two bored men form an underground club with strict rules and fight other men who are fed up with their mundane lives. Their perfect partnership frays when Marla (Helena Bonham Carter), a fellow support group crasher, attracts Tyler's attention.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Fight Club,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171272578,2/24/2019 22:33:33,true,4557602093,,2/24/2019 22:31:39,false,elite,1.0,44411078,VEN,13,Barquisimeto,190.200.182.202,Fight Club,Fight Club,"",Fight Club,,"A depressed man (Edward Norton) suffering from insomnia meets a strange soap salesman named Tyler Durden (Brad Pitt) and soon finds himself living in his squalid house after his perfect apartment is destroyed. The two bored men form an underground club with strict rules and fight other men who are fed up with their mundane lives. Their perfect partnership frays when Marla (Helena Bonham Carter), a fellow support group crasher, attracts Tyler's attention.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Fight Club,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171272578,2/24/2019 22:33:44,true,4557602742,,2/24/2019 22:31:01,false,elite,1.0,44897130,VEN,15,Guarenas,190.79.120.157,Fight Club,Fight Club,"",Fight Club,,"A depressed man (Edward Norton) suffering from insomnia meets a strange soap salesman named Tyler Durden (Brad Pitt) and soon finds himself living in his squalid house after his perfect apartment is destroyed. The two bored men form an underground club with strict rules and fight other men who are fed up with their mundane lives. Their perfect partnership frays when Marla (Helena Bonham Carter), a fellow support group crasher, attracts Tyler's attention.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Fight Club,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171272578,2/24/2019 22:34:10,true,4557604067,,2/24/2019 22:32:32,false,neodev,1.0,44305498,VEN,04,Maracay,190.6.30.176,Fight Club,Fight Club,"",Fight Club,,"A depressed man (Edward Norton) suffering from insomnia meets a strange soap salesman named Tyler Durden (Brad Pitt) and soon finds himself living in his squalid house after his perfect apartment is destroyed. The two bored men form an underground club with strict rules and fight other men who are fed up with their mundane lives. Their perfect partnership frays when Marla (Helena Bonham Carter), a fellow support group crasher, attracts Tyler's attention.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Fight Club,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171272578,2/24/2019 22:34:11,true,4557604122,,2/24/2019 22:33:14,false,neodev,1.0,37665981,COL,24,Pereira,186.86.29.49,Fight Club,Fight Club,"",Fight Club,,"A depressed man (Edward Norton) suffering from insomnia meets a strange soap salesman named Tyler Durden (Brad Pitt) and soon finds himself living in his squalid house after his perfect apartment is destroyed. The two bored men form an underground club with strict rules and fight other men who are fed up with their mundane lives. Their perfect partnership frays when Marla (Helena Bonham Carter), a fellow support group crasher, attracts Tyler's attention.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Fight Club,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171272578,2/24/2019 22:34:13,true,4557604261,,2/24/2019 22:33:06,false,elite,1.0,41619660,,,"",193.37.252.139,Fight Club,Fight Club,"",Fight Club,,"A depressed man (Edward Norton) suffering from insomnia meets a strange soap salesman named Tyler Durden (Brad Pitt) and soon finds himself living in his squalid house after his perfect apartment is destroyed. The two bored men form an underground club with strict rules and fight other men who are fed up with their mundane lives. Their perfect partnership frays when Marla (Helena Bonham Carter), a fellow support group crasher, attracts Tyler's attention.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Fight Club,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171272578,2/24/2019 22:34:16,true,4557604406,,2/24/2019 22:33:13,false,elite,1.0,42983119,BIH,01,Sarajevo,77.77.217.145,Fight Club,Fight Club,"",Fight Club,,"A depressed man (Edward Norton) suffering from insomnia meets a strange soap salesman named Tyler Durden (Brad Pitt) and soon finds himself living in his squalid house after his perfect apartment is destroyed. The two bored men form an underground club with strict rules and fight other men who are fed up with their mundane lives. Their perfect partnership frays when Marla (Helena Bonham Carter), a fellow support group crasher, attracts Tyler's attention.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Fight Club,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171272578,2/24/2019 22:34:22,true,4557604741,,2/24/2019 22:32:35,false,neodev,1.0,45112231,VEN,"","",190.205.17.46,Fight Club,Fight Club,"",Fight Club,,"A depressed man (Edward Norton) suffering from insomnia meets a strange soap salesman named Tyler Durden (Brad Pitt) and soon finds himself living in his squalid house after his perfect apartment is destroyed. The two bored men form an underground club with strict rules and fight other men who are fed up with their mundane lives. Their perfect partnership frays when Marla (Helena Bonham Carter), a fellow support group crasher, attracts Tyler's attention.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Fight Club,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171272578,2/24/2019 22:34:39,true,4557605607,,2/24/2019 22:34:16,false,clixsense,1.0,44804227,VEN,"","",190.36.162.114,Fight Club,Fight Club,"",Fight Club,,"A depressed man (Edward Norton) suffering from insomnia meets a strange soap salesman named Tyler Durden (Brad Pitt) and soon finds himself living in his squalid house after his perfect apartment is destroyed. The two bored men form an underground club with strict rules and fight other men who are fed up with their mundane lives. Their perfect partnership frays when Marla (Helena Bonham Carter), a fellow support group crasher, attracts Tyler's attention.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Fight Club,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171272578,2/24/2019 22:34:47,true,4557605983,,2/24/2019 22:33:55,false,clixsense,1.0,16712241,VEN,15,Aragüita,190.39.128.42,Fight Club,Fight Club,"",Fight Club,,"A depressed man (Edward Norton) suffering from insomnia meets a strange soap salesman named Tyler Durden (Brad Pitt) and soon finds himself living in his squalid house after his perfect apartment is destroyed. The two bored men form an underground club with strict rules and fight other men who are fed up with their mundane lives. Their perfect partnership frays when Marla (Helena Bonham Carter), a fellow support group crasher, attracts Tyler's attention.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Fight Club,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171272578,2/24/2019 22:35:06,true,4557607070,,2/24/2019 22:31:27,false,neodev,1.0,44606575,VEN,"","",190.206.154.52,Fight Club,Fight Club,"",Fight Club,,"A depressed man (Edward Norton) suffering from insomnia meets a strange soap salesman named Tyler Durden (Brad Pitt) and soon finds himself living in his squalid house after his perfect apartment is destroyed. The two bored men form an underground club with strict rules and fight other men who are fed up with their mundane lives. Their perfect partnership frays when Marla (Helena Bonham Carter), a fellow support group crasher, attracts Tyler's attention.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Fight Club,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171272578,2/24/2019 22:35:17,true,4557607573,,2/24/2019 22:33:21,false,neodev,1.0,45104631,VEN,25,Caracas,186.167.251.10,Fight Club,Fight Club,"",Fight Club,,"A depressed man (Edward Norton) suffering from insomnia meets a strange soap salesman named Tyler Durden (Brad Pitt) and soon finds himself living in his squalid house after his perfect apartment is destroyed. The two bored men form an underground club with strict rules and fight other men who are fed up with their mundane lives. Their perfect partnership frays when Marla (Helena Bonham Carter), a fellow support group crasher, attracts Tyler's attention.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Fight Club,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171272578,2/24/2019 22:35:34,true,4557608499,,2/24/2019 22:34:37,false,clixsense,1.0,42126087,GRC,"","",89.210.180.100,Fight Club,Fight Club,"",Fight Club,,"A depressed man (Edward Norton) suffering from insomnia meets a strange soap salesman named Tyler Durden (Brad Pitt) and soon finds himself living in his squalid house after his perfect apartment is destroyed. The two bored men form an underground club with strict rules and fight other men who are fed up with their mundane lives. Their perfect partnership frays when Marla (Helena Bonham Carter), a fellow support group crasher, attracts Tyler's attention.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Fight Club,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171272578,2/24/2019 22:35:53,true,4557609459,,2/24/2019 22:35:03,false,clixsense,1.0,45133328,VEN,"","",190.201.29.148,Fight Club,Fight Club,"",Fight Club,,"A depressed man (Edward Norton) suffering from insomnia meets a strange soap salesman named Tyler Durden (Brad Pitt) and soon finds himself living in his squalid house after his perfect apartment is destroyed. The two bored men form an underground club with strict rules and fight other men who are fed up with their mundane lives. Their perfect partnership frays when Marla (Helena Bonham Carter), a fellow support group crasher, attracts Tyler's attention.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Fight Club,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171272578,2/24/2019 22:36:03,true,4557609824,,2/24/2019 22:30:25,false,elite,1.0,43861639,VEN,23,Maracaibo,190.37.152.83,Fight Club,Fight Club,"",Fight Club,,"A depressed man (Edward Norton) suffering from insomnia meets a strange soap salesman named Tyler Durden (Brad Pitt) and soon finds himself living in his squalid house after his perfect apartment is destroyed. The two bored men form an underground club with strict rules and fight other men who are fed up with their mundane lives. Their perfect partnership frays when Marla (Helena Bonham Carter), a fellow support group crasher, attracts Tyler's attention.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Fight Club,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171272578,2/24/2019 22:36:17,true,4557610580,,2/24/2019 22:35:15,false,clixsense,1.0,16741266,ESP,59,Bilbao,80.103.137.19,Fight Club,Fight Club,"",Fight Club,,"A depressed man (Edward Norton) suffering from insomnia meets a strange soap salesman named Tyler Durden (Brad Pitt) and soon finds himself living in his squalid house after his perfect apartment is destroyed. The two bored men form an underground club with strict rules and fight other men who are fed up with their mundane lives. Their perfect partnership frays when Marla (Helena Bonham Carter), a fellow support group crasher, attracts Tyler's attention.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Fight Club,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171272578,2/24/2019 22:36:32,true,4557611021,,2/24/2019 22:30:43,false,clixsense,1.0,44843137,VEN,"","",190.75.66.192,Fight Club,Fight Club,"",Fight Club,,"A depressed man (Edward Norton) suffering from insomnia meets a strange soap salesman named Tyler Durden (Brad Pitt) and soon finds himself living in his squalid house after his perfect apartment is destroyed. The two bored men form an underground club with strict rules and fight other men who are fed up with their mundane lives. Their perfect partnership frays when Marla (Helena Bonham Carter), a fellow support group crasher, attracts Tyler's attention.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Fight Club,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171272578,2/24/2019 22:36:39,true,4557611275,,2/24/2019 22:32:42,false,elite,1.0,44494572,EGY,11,Cairo,197.49.233.77,Fight Club,Fight Club,"",Fight Club,,"A depressed man (Edward Norton) suffering from insomnia meets a strange soap salesman named Tyler Durden (Brad Pitt) and soon finds himself living in his squalid house after his perfect apartment is destroyed. The two bored men form an underground club with strict rules and fight other men who are fed up with their mundane lives. Their perfect partnership frays when Marla (Helena Bonham Carter), a fellow support group crasher, attracts Tyler's attention.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Fight Club,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171272578,2/24/2019 22:36:47,true,4557611607,,2/24/2019 22:35:26,false,elite,1.0,37952287,SRB,00,Belgrade,87.116.177.252,Fight Club,Fight Club,"",Fight Club,,"A depressed man (Edward Norton) suffering from insomnia meets a strange soap salesman named Tyler Durden (Brad Pitt) and soon finds himself living in his squalid house after his perfect apartment is destroyed. The two bored men form an underground club with strict rules and fight other men who are fed up with their mundane lives. Their perfect partnership frays when Marla (Helena Bonham Carter), a fellow support group crasher, attracts Tyler's attention.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Fight Club,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171272578,2/24/2019 22:36:48,true,4557611656,,2/24/2019 22:35:05,false,neodev,1.0,44636780,VEN,22,San Felipe,200.8.68.242,Fight Club,Fight Club,"",Fight Club,,"A depressed man (Edward Norton) suffering from insomnia meets a strange soap salesman named Tyler Durden (Brad Pitt) and soon finds himself living in his squalid house after his perfect apartment is destroyed. The two bored men form an underground club with strict rules and fight other men who are fed up with their mundane lives. Their perfect partnership frays when Marla (Helena Bonham Carter), a fellow support group crasher, attracts Tyler's attention.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Fight Club,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171272578,2/24/2019 22:37:06,true,4557612161,,2/24/2019 22:29:23,false,elite,1.0,41990474,BRA,21,Rio De Janeiro,179.158.83.114,Fight Club,Fight Club,"",Fight Club,,"A depressed man (Edward Norton) suffering from insomnia meets a strange soap salesman named Tyler Durden (Brad Pitt) and soon finds himself living in his squalid house after his perfect apartment is destroyed. The two bored men form an underground club with strict rules and fight other men who are fed up with their mundane lives. Their perfect partnership frays when Marla (Helena Bonham Carter), a fellow support group crasher, attracts Tyler's attention.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Fight Club,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171272578,2/24/2019 22:37:48,true,4557613560,,2/24/2019 22:35:03,false,neodev,1.0,45125417,VEN,"","",190.204.12.25,Fight Club,Fight Club,"",Fight Club,,"A depressed man (Edward Norton) suffering from insomnia meets a strange soap salesman named Tyler Durden (Brad Pitt) and soon finds himself living in his squalid house after his perfect apartment is destroyed. The two bored men form an underground club with strict rules and fight other men who are fed up with their mundane lives. Their perfect partnership frays when Marla (Helena Bonham Carter), a fellow support group crasher, attracts Tyler's attention.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Fight Club,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171272578,2/24/2019 22:37:52,true,4557613695,,2/24/2019 22:32:30,false,clixsense,1.0,44031495,TUR,16,Bursa,212.133.237.107,Fight Club,Fight Club,"",Fight Club,,"A depressed man (Edward Norton) suffering from insomnia meets a strange soap salesman named Tyler Durden (Brad Pitt) and soon finds himself living in his squalid house after his perfect apartment is destroyed. The two bored men form an underground club with strict rules and fight other men who are fed up with their mundane lives. Their perfect partnership frays when Marla (Helena Bonham Carter), a fellow support group crasher, attracts Tyler's attention.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Fight Club,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171272578,2/24/2019 22:37:52,true,4557613723,,2/24/2019 22:35:04,false,clixsense,1.0,44526082,IND,35,"",47.247.251.3,Fight Club,Fight Club,"",Fight Club,,"A depressed man (Edward Norton) suffering from insomnia meets a strange soap salesman named Tyler Durden (Brad Pitt) and soon finds himself living in his squalid house after his perfect apartment is destroyed. The two bored men form an underground club with strict rules and fight other men who are fed up with their mundane lives. Their perfect partnership frays when Marla (Helena Bonham Carter), a fellow support group crasher, attracts Tyler's attention.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Fight Club,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171272578,2/24/2019 22:37:54,true,4557613813,,2/24/2019 22:30:34,false,elite,1.0,43697401,EGY,"","",197.58.87.11,Fight Club,Fight Club,"",Fight Club,,"A depressed man (Edward Norton) suffering from insomnia meets a strange soap salesman named Tyler Durden (Brad Pitt) and soon finds himself living in his squalid house after his perfect apartment is destroyed. The two bored men form an underground club with strict rules and fight other men who are fed up with their mundane lives. Their perfect partnership frays when Marla (Helena Bonham Carter), a fellow support group crasher, attracts Tyler's attention.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Fight Club,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
2171272578,2/24/2019 22:38:18,true,4557614578,,2/24/2019 22:35:43,false,elite,1.0,44348290,SRB,"","",178.220.30.139,Fight Club,Fight Club,"",Fight Club,,"A depressed man (Edward Norton) suffering from insomnia meets a strange soap salesman named Tyler Durden (Brad Pitt) and soon finds himself living in his squalid house after his perfect apartment is destroyed. The two bored men form an underground club with strict rules and fight other men who are fed up with their mundane lives. Their perfect partnership frays when Marla (Helena Bonham Carter), a fellow support group crasher, attracts Tyler's attention.",1,Se mi lasci ti cancello,I don't know,Alla ricerca di Nemo,Kill Bill - Volume 1,Fight Club,Stelle sulla Terra,Mid90s,3 Idiots,Prisoners,Amores perros
