_unit_id;_created_at;_golden;_id;_missed;_started_at;_tainted;_channel;_trust;_worker_id;_country;_region;_city;_ip;crowd_ans;gt;gt_conf;in_out_radio_gold;pic_url;question_n;v1;v2;v3;v4;v5
2310994245;5/28/2019 20:52:51;false;4844431387;;5/28/2019 20:51:09;false;feca;1.0;45175605;EGY;8;Gîza;41.235.31.207;Dates;Dates;Prunes;;https://i.imgur.com/j30xWpl.jpg;2;Prunes;Garlic;Dates;Fennel;Clementine
2310994245;5/28/2019 20:53:06;false;4844432066;;5/28/2019 20:51:42;false;feca;1.0;45249344;VEN;25;Caracas;186.185.37.68;Prunes;Dates;Prunes;;https://i.imgur.com/j30xWpl.jpg;2;Prunes;Garlic;Dates;Fennel;Clementine
2310994245;5/28/2019 20:53:35;false;4844433449;;5/28/2019 20:51:14;false;neodev;1.0;43621163;VEN;25;Caracas;186.167.249.47;Dates;Dates;Prunes;;https://i.imgur.com/j30xWpl.jpg;2;Prunes;Garlic;Dates;Fennel;Clementine
2310994245;5/28/2019 20:53:41;false;4844433757;;5/28/2019 20:51:20;false;feca;1.0;45158942;SRB;0;Leskovac;178.149.136.18;Dates;Dates;Prunes;;https://i.imgur.com/j30xWpl.jpg;2;Prunes;Garlic;Dates;Fennel;Clementine
2310994245;5/28/2019 21:18:11;false;4844515930;;5/28/2019 20:51:17;false;clixsense;1.0;37344082;UKR;7;Kharkiv;109.87.84.58;Prunes;Dates;Prunes;;https://i.imgur.com/j30xWpl.jpg;2;Prunes;Garlic;Dates;Fennel;Clementine
2310994245;5/28/2019 21:26:02;false;4844539641;;5/28/2019 21:21:27;false;feca;1.0;45164997;RUS;38;Krasnodar;178.155.4.64;Dates;Dates;Prunes;;https://i.imgur.com/j30xWpl.jpg;2;Prunes;Garlic;Dates;Fennel;Clementine
2310994246;5/28/2019 20:50:43;false;4844423601;;5/28/2019 20:50:14;false;neodev;1.0;44498261;VEN;16;Maturín;190.204.206.193;Momos;Momos;Ravioli;;https://i.imgur.com/ne2mA3p.jpg;3;Carrot;Key lime pie;Tater tots;Ravioli;Momos
2310994246;5/28/2019 20:50:48;false;4844423959;;5/28/2019 20:50:17;false;clixsense;1.0;44846194;VEN;4;Maracay;190.72.35.164;Ravioli;Momos;Ravioli;;https://i.imgur.com/ne2mA3p.jpg;3;Carrot;Key lime pie;Tater tots;Ravioli;Momos
2310994246;5/28/2019 20:50:49;false;4844424014;;5/28/2019 20:50:14;false;feca;1.0;45161174;BIH;2;Prijedor;134.90.134.235;Ravioli;Momos;Ravioli;;https://i.imgur.com/ne2mA3p.jpg;3;Carrot;Key lime pie;Tater tots;Ravioli;Momos
2310994246;5/28/2019 20:50:57;false;4844424618;;5/28/2019 20:50:14;false;feca;1.0;45184085;SRB;0;Belgrade;212.200.247.116;Momos;Momos;Ravioli;;https://i.imgur.com/ne2mA3p.jpg;3;Carrot;Key lime pie;Tater tots;Ravioli;Momos
2310994246;5/28/2019 20:51:02;false;4844424927;;5/28/2019 20:50:17;false;feca;1.0;45157221;VEN;25;Caracas;190.202.237.250;Momos;Momos;Ravioli;;https://i.imgur.com/ne2mA3p.jpg;3;Carrot;Key lime pie;Tater tots;Ravioli;Momos
2310994246;5/28/2019 20:51:08;false;4844425400;;5/28/2019 20:50:18;false;feca;1.0;45239387;VNM;74;Bac Ninh;171.240.11.223;Ravioli;Momos;Ravioli;;https://i.imgur.com/ne2mA3p.jpg;3;Carrot;Key lime pie;Tater tots;Ravioli;Momos
2310994246;5/28/2019 20:51:21;false;4844426412;;5/28/2019 20:50:04;false;feca;1.0;45173110;VEN;25;Caracas;186.167.248.102;Momos;Momos;Ravioli;;https://i.imgur.com/ne2mA3p.jpg;3;Carrot;Key lime pie;Tater tots;Ravioli;Momos
2310994246;5/28/2019 20:51:22;false;4844426449;;5/28/2019 20:50:06;false;feca;1.0;45157954;MDA;57;Chisinau;89.28.79.212;Momos;Momos;Ravioli;;https://i.imgur.com/ne2mA3p.jpg;3;Carrot;Key lime pie;Tater tots;Ravioli;Momos
2310994246;5/28/2019 20:51:34;false;4844427413;;5/28/2019 20:50:59;false;neodev;1.0;45131917;VEN;25;Caracas;190.38.181.212;Momos;Momos;Ravioli;;https://i.imgur.com/ne2mA3p.jpg;3;Carrot;Key lime pie;Tater tots;Ravioli;Momos
2310994246;5/28/2019 20:53:02;false;4844431882;;5/28/2019 20:50:08;false;neodev;1.0;44233039;VEN;25;Caracas;186.167.249.47;Momos;Momos;Ravioli;;https://i.imgur.com/ne2mA3p.jpg;3;Carrot;Key lime pie;Tater tots;Ravioli;Momos
2310994247;5/28/2019 20:52:35;false;4844430653;;5/28/2019 20:51:26;false;feca;1.0;45184519;USA;;;12.164.246.120;Muffin;Muffin;Cupcake;;https://i.imgur.com/Z6lPpMv.jpg;4;Cupcake;Muffin;Key lime pie;Twinkies;Cornbread
2310994247;5/28/2019 20:52:37;false;4844430784;;5/28/2019 20:51:22;false;neodev;1.0;38436499;VEN;25;Caracas;186.90.12.167;Muffin;Muffin;Cupcake;;https://i.imgur.com/Z6lPpMv.jpg;4;Cupcake;Muffin;Key lime pie;Twinkies;Cornbread
2310994247;5/28/2019 20:52:43;false;4844431017;;5/28/2019 20:51:23;false;feca;1.0;45173110;VEN;25;Caracas;186.167.248.102;Twinkies;Muffin;Cupcake;;https://i.imgur.com/Z6lPpMv.jpg;4;Cupcake;Muffin;Key lime pie;Twinkies;Cornbread
2310994247;5/28/2019 20:52:47;false;4844431198;;5/28/2019 20:51:26;false;neodev;1.0;43843753;LTU;;;83.187.113.194;Muffin;Muffin;Cupcake;;https://i.imgur.com/Z6lPpMv.jpg;4;Cupcake;Muffin;Key lime pie;Twinkies;Cornbread
2310994247;5/28/2019 20:53:39;false;4844433635;;5/28/2019 20:51:23;false;neodev;1.0;42881664;VEN;18;Córdoba;190.207.245.208;Muffin;Muffin;Cupcake;;https://i.imgur.com/Z6lPpMv.jpg;4;Cupcake;Muffin;Key lime pie;Twinkies;Cornbread
2310994247;5/28/2019 20:53:42;false;4844433789;;5/28/2019 20:51:26;false;clixsense;1.0;45178839;VEN;7;Guacara;190.204.243.184;Cupcake;Muffin;Cupcake;;https://i.imgur.com/Z6lPpMv.jpg;4;Cupcake;Muffin;Key lime pie;Twinkies;Cornbread
2310994247;5/28/2019 20:53:58;false;4844434489;;5/28/2019 20:52:57;false;feca;1.0;45163976;EGY;;;102.184.67.138;Cupcake;Muffin;Cupcake;;https://i.imgur.com/Z6lPpMv.jpg;4;Cupcake;Muffin;Key lime pie;Twinkies;Cornbread
2310994247;5/28/2019 20:54:43;false;4844436763;;5/28/2019 20:51:26;false;neodev;1.0;45070009;VEN;7;Valencia;190.205.235.158;Cupcake;Muffin;Cupcake;;https://i.imgur.com/Z6lPpMv.jpg;4;Cupcake;Muffin;Key lime pie;Twinkies;Cornbread
2310994247;5/28/2019 20:54:59;false;4844437593;;5/28/2019 20:51:22;false;clixsense;1.0;45053698;TUR;9;Nazilli;88.241.73.88;Muffin;Muffin;Cupcake;;https://i.imgur.com/Z6lPpMv.jpg;4;Cupcake;Muffin;Key lime pie;Twinkies;Cornbread
2310994247;5/28/2019 21:08:28;false;4844482994;;5/28/2019 20:51:21;false;clixsense;1.0;45054163;PER;15;Lima;190.113.211.207;Muffin;Muffin;Cupcake;;https://i.imgur.com/Z6lPpMv.jpg;4;Cupcake;Muffin;Key lime pie;Twinkies;Cornbread
2310994248;5/28/2019 20:52:22;false;4844429983;;5/28/2019 20:51:48;false;feca;1.0;45165770;SRB;0;Nis;178.149.79.175;Peaches;Nectarines;Peaches;;https://i.imgur.com/HDZx2gf.jpg;5;Butternut Squash;Peaches;Apple;Apricot;Nectarines
2310994248;5/28/2019 20:52:33;false;4844430573;;5/28/2019 20:51:56;false;neodev;1.0;44081843;VEN;25;Caracas;186.185.227.146;Apricot;Nectarines;Peaches;;https://i.imgur.com/HDZx2gf.jpg;5;Butternut Squash;Peaches;Apple;Apricot;Nectarines
2310994248;5/28/2019 20:52:43;false;4844430985;;5/28/2019 20:51:51;false;clixsense;1.0;43752651;ARG;1;Ramos Mejia;186.19.10.223;Apple;Nectarines;Peaches;;https://i.imgur.com/HDZx2gf.jpg;5;Butternut Squash;Peaches;Apple;Apricot;Nectarines
2310994248;5/28/2019 20:53:01;false;4844431837;;5/28/2019 20:51:50;false;feca;1.0;45165025;MKD;6;Bitola;79.125.181.81;Peaches;Nectarines;Peaches;;https://i.imgur.com/HDZx2gf.jpg;5;Butternut Squash;Peaches;Apple;Apricot;Nectarines
2310994248;5/28/2019 20:53:15;false;4844432439;;5/28/2019 20:51:50;false;feca;1.0;45156664;VEN;25;Caracas;186.167.248.106;Apple;Nectarines;Peaches;;https://i.imgur.com/HDZx2gf.jpg;5;Butternut Squash;Peaches;Apple;Apricot;Nectarines
2310994248;5/28/2019 20:53:30;false;4844433212;;5/28/2019 20:51:57;false;feca;1.0;45186868;USA;CO;Colorado Springs;174.24.6.22;Nectarines;Nectarines;Peaches;;https://i.imgur.com/HDZx2gf.jpg;5;Butternut Squash;Peaches;Apple;Apricot;Nectarines
2310994248;5/28/2019 20:54:02;false;4844434715;;5/28/2019 20:51:48;false;neodev;1.0;44334102;VEN;25;Caracas;190.74.234.193;Peaches;Nectarines;Peaches;;https://i.imgur.com/HDZx2gf.jpg;5;Butternut Squash;Peaches;Apple;Apricot;Nectarines
2310994248;5/28/2019 20:54:26;false;4844435892;;5/28/2019 20:51:51;false;neodev;1.0;44911323;VEN;4;Maracay;186.14.211.217;Apple;Nectarines;Peaches;;https://i.imgur.com/HDZx2gf.jpg;5;Butternut Squash;Peaches;Apple;Apricot;Nectarines
2310994248;5/28/2019 20:56:26;false;4844441412;;5/28/2019 20:51:49;false;neodev;1.0;33932006;VEN;25;Caracas;200.84.34.187;Peaches;Nectarines;Peaches;;https://i.imgur.com/HDZx2gf.jpg;5;Butternut Squash;Peaches;Apple;Apricot;Nectarines
2310994248;5/28/2019 21:24:50;false;4844535417;;5/28/2019 21:22:38;false;clixsense;1.0;37344082;UKR;7;Kharkiv;109.87.84.58;Nectarines;Nectarines;Peaches;;https://i.imgur.com/HDZx2gf.jpg;5;Butternut Squash;Peaches;Apple;Apricot;Nectarines
2310994249;5/28/2019 20:48:01;false;4844416170;;5/28/2019 20:47:37;false;clixsense;1.0;45239440;VNM;74;Bac Ninh;171.240.11.223;Pancake;Pancake;Crêpe;;https://i.imgur.com/XKUT99v.jpg;6;Pancake;Crêpe;Cornbread;Crabcake;Fortune cookies
2310994249;5/28/2019 20:48:24;false;4844416950;;5/28/2019 20:47:51;false;feca;1.0;45169521;SRB;0;Belgrade;109.92.78.201;Pancake;Pancake;Crêpe;;https://i.imgur.com/XKUT99v.jpg;6;Pancake;Crêpe;Cornbread;Crabcake;Fortune cookies
2310994249;5/28/2019 20:48:36;false;4844417462;;5/28/2019 20:47:05;false;feca;1.0;45163577;VEN;25;Caracas;186.167.245.71;Pancake;Pancake;Crêpe;;https://i.imgur.com/XKUT99v.jpg;6;Pancake;Crêpe;Cornbread;Crabcake;Fortune cookies
2310994249;5/28/2019 20:48:41;false;4844417610;;5/28/2019 20:48:22;false;feca;1.0;45158697;RUS;67;Saratov;176.15.121.243;Pancake;Pancake;Crêpe;;https://i.imgur.com/XKUT99v.jpg;6;Pancake;Crêpe;Cornbread;Crabcake;Fortune cookies
2310994249;5/28/2019 20:48:43;false;4844417660;;5/28/2019 20:48:22;false;clixsense;1.0;16826096;SWE;26;Enskede;84.217.69.55;Pancake;Pancake;Crêpe;;https://i.imgur.com/XKUT99v.jpg;6;Pancake;Crêpe;Cornbread;Crabcake;Fortune cookies
2310994249;5/28/2019 20:49:25;false;4844419490;;5/28/2019 20:47:14;false;feca;1.0;45157221;VEN;25;Caracas;190.202.237.250;Pancake;Pancake;Crêpe;;https://i.imgur.com/XKUT99v.jpg;6;Pancake;Crêpe;Cornbread;Crabcake;Fortune cookies
2310994249;5/28/2019 20:49:37;false;4844419999;;5/28/2019 20:48:20;false;feca;1.0;45252314;VEN;;;186.89.243.207;Crêpe;Pancake;Crêpe;;https://i.imgur.com/XKUT99v.jpg;6;Pancake;Crêpe;Cornbread;Crabcake;Fortune cookies
2310994249;5/28/2019 20:51:05;false;4844425147;;5/28/2019 20:48:16;false;clixsense;1.0;35441441;UKR;26;Zaporozhye;94.178.247.244;Crêpe;Pancake;Crêpe;;https://i.imgur.com/XKUT99v.jpg;6;Pancake;Crêpe;Cornbread;Crabcake;Fortune cookies
2310994249;5/28/2019 20:52:15;false;4844429563;;5/28/2019 20:50:48;false;neodev;1.0;44761816;VEN;25;Caracas;200.84.104.202;Pancake;Pancake;Crêpe;;https://i.imgur.com/XKUT99v.jpg;6;Pancake;Crêpe;Cornbread;Crabcake;Fortune cookies
2310994249;5/28/2019 20:53:32;false;4844433289;;5/28/2019 20:48:19;false;clixsense;1.0;31783133;HRV;21;Zagreb;188.252.198.68;Pancake;Pancake;Crêpe;;https://i.imgur.com/XKUT99v.jpg;6;Pancake;Crêpe;Cornbread;Crabcake;Fortune cookies
2310994250;5/28/2019 20:51:23;false;4844426652;;5/28/2019 20:50:50;false;clixsense;1.0;44846194;VEN;4;Maracay;190.72.35.164;Soybeans;Soybeans;Chickpeas;;https://i.imgur.com/19jXGtd.jpg;7;Soybeans;Nut;Pea;Peanut;Chickpeas
2310994250;5/28/2019 20:51:47;false;4844427997;;5/28/2019 20:50:44;false;feca;1.0;45165770;SRB;0;Nis;178.149.79.175;Soybeans;Soybeans;Chickpeas;;https://i.imgur.com/19jXGtd.jpg;7;Soybeans;Nut;Pea;Peanut;Chickpeas
2310994250;5/28/2019 20:51:50;false;4844428318;;5/28/2019 20:50:50;false;neodev;1.0;44031242;VEN;25;Caracas;186.185.49.211;Soybeans;Soybeans;Chickpeas;;https://i.imgur.com/19jXGtd.jpg;7;Soybeans;Nut;Pea;Peanut;Chickpeas
2310994250;5/28/2019 20:51:59;false;4844428808;;5/28/2019 20:50:50;false;clixsense;1.0;43262972;VEN;7;Valencia;201.209.115.214;Soybeans;Soybeans;Chickpeas;;https://i.imgur.com/19jXGtd.jpg;7;Soybeans;Nut;Pea;Peanut;Chickpeas
2310994250;5/28/2019 20:52:25;false;4844430189;;5/28/2019 20:50:45;false;neodev;1.0;44498261;VEN;16;Maturín;190.204.206.193;Soybeans;Soybeans;Chickpeas;;https://i.imgur.com/19jXGtd.jpg;7;Soybeans;Nut;Pea;Peanut;Chickpeas
2310994250;5/28/2019 20:52:36;false;4844430775;;5/28/2019 20:50:37;false;clixsense;1.0;44899001;ITA;5;Carpi;5.170.71.136;Soybeans;Soybeans;Chickpeas;;https://i.imgur.com/19jXGtd.jpg;7;Soybeans;Nut;Pea;Peanut;Chickpeas
2310994250;5/28/2019 20:53:12;false;4844432279;;5/28/2019 20:50:46;false;neodev;1.0;37739653;VEN;20;San Cristóbal;190.78.57.124;Soybeans;Soybeans;Chickpeas;;https://i.imgur.com/19jXGtd.jpg;7;Soybeans;Nut;Pea;Peanut;Chickpeas
2310994250;5/28/2019 20:53:24;false;4844432870;;5/28/2019 20:50:45;false;clixsense;1.0;43845621;IND;34;Patna;103.88.56.153;Soybeans;Soybeans;Chickpeas;;https://i.imgur.com/19jXGtd.jpg;7;Soybeans;Nut;Pea;Peanut;Chickpeas
2310994250;5/28/2019 20:53:25;false;4844432970;;5/28/2019 20:50:43;false;clixsense;1.0;44630534;VEN;6;Puerto Ordaz;186.90.199.239;Chickpeas;Soybeans;Chickpeas;;https://i.imgur.com/19jXGtd.jpg;7;Soybeans;Nut;Pea;Peanut;Chickpeas
2310994250;5/28/2019 20:57:54;false;4844445435;;5/28/2019 20:52:32;false;neodev;1.0;45292048;VEN;25;Caracas;190.202.209.70;Soybeans;Soybeans;Chickpeas;;https://i.imgur.com/19jXGtd.jpg;7;Soybeans;Nut;Pea;Peanut;Chickpeas
2310994251;5/28/2019 20:51:43;false;4844427838;;5/28/2019 20:51:00;false;feca;1.0;45156664;VEN;25;Caracas;186.167.248.106;Spaghetti;Spaghetti;Noodles;;https://i.imgur.com/ZxtLUfg.jpg;8;Noodles;Spaghetti;Cioppino;Lasagna;Goulash
2310994251;5/28/2019 20:51:45;false;4844427903;;5/28/2019 20:51:10;false;feca;1.0;45239387;VNM;74;Bac Ninh;171.240.11.223;Spaghetti;Spaghetti;Noodles;;https://i.imgur.com/ZxtLUfg.jpg;8;Noodles;Spaghetti;Cioppino;Lasagna;Goulash
2310994251;5/28/2019 20:52:27;false;4844430337;;5/28/2019 20:51:10;false;neodev;1.0;44171509;VEN;20;San Cristóbal;190.36.175.80;Spaghetti;Spaghetti;Noodles;;https://i.imgur.com/ZxtLUfg.jpg;8;Noodles;Spaghetti;Cioppino;Lasagna;Goulash
2310994251;5/28/2019 20:52:39;false;4844430844;;5/28/2019 20:51:16;false;clixsense;1.0;39492761;POL;74;Lodz;31.183.192.217;Goulash;Spaghetti;Noodles;;https://i.imgur.com/ZxtLUfg.jpg;8;Noodles;Spaghetti;Cioppino;Lasagna;Goulash
2310994251;5/28/2019 20:52:51;false;4844431385;;5/28/2019 20:51:09;false;feca;1.0;45175605;EGY;8;Gîza;41.235.31.207;Spaghetti;Spaghetti;Noodles;;https://i.imgur.com/ZxtLUfg.jpg;8;Noodles;Spaghetti;Cioppino;Lasagna;Goulash
2310994251;5/28/2019 20:53:06;false;4844432062;;5/28/2019 20:51:42;false;feca;1.0;45249344;VEN;25;Caracas;186.185.37.68;Spaghetti;Spaghetti;Noodles;;https://i.imgur.com/ZxtLUfg.jpg;8;Noodles;Spaghetti;Cioppino;Lasagna;Goulash
2310994251;5/28/2019 20:53:35;false;4844433462;;5/28/2019 20:51:14;false;neodev;1.0;43621163;VEN;25;Caracas;186.167.249.47;Spaghetti;Spaghetti;Noodles;;https://i.imgur.com/ZxtLUfg.jpg;8;Noodles;Spaghetti;Cioppino;Lasagna;Goulash
2310994251;5/28/2019 20:53:41;false;4844433763;;5/28/2019 20:51:20;false;feca;1.0;45158942;SRB;0;Leskovac;178.149.136.18;Spaghetti;Spaghetti;Noodles;;https://i.imgur.com/ZxtLUfg.jpg;8;Noodles;Spaghetti;Cioppino;Lasagna;Goulash
2310994251;5/28/2019 21:18:11;false;4844515928;;5/28/2019 20:51:17;false;clixsense;1.0;37344082;UKR;7;Kharkiv;109.87.84.58;Spaghetti;Spaghetti;Noodles;;https://i.imgur.com/ZxtLUfg.jpg;8;Noodles;Spaghetti;Cioppino;Lasagna;Goulash
2310994251;5/28/2019 21:26:02;false;4844539623;;5/28/2019 21:21:27;false;feca;1.0;45164997;RUS;38;Krasnodar;178.155.4.64;Spaghetti;Spaghetti;Noodles;;https://i.imgur.com/ZxtLUfg.jpg;8;Noodles;Spaghetti;Cioppino;Lasagna;Goulash
2310994252;5/28/2019 20:50:48;false;4844424000;;5/28/2019 20:50:21;false;neodev;1.0;44031242;VEN;25;Caracas;186.185.49.211;Sweet Potatoes;Sweet Potatoes;Yams;;https://i.imgur.com/UDB1A6n.jpg;9;Sweet Potatoes;Garlic;Yams;Dates;Fig
2310994252;5/28/2019 20:50:58;false;4844424662;;5/28/2019 20:50:24;false;feca;1.0;45156664;VEN;25;Caracas;186.167.248.106;Sweet Potatoes;Sweet Potatoes;Yams;;https://i.imgur.com/UDB1A6n.jpg;9;Sweet Potatoes;Garlic;Yams;Dates;Fig
2310994252;5/28/2019 20:51:13;false;4844425861;;5/28/2019 20:50:19;false;clixsense;1.0;39492761;POL;74;Lodz;31.183.192.217;Sweet Potatoes;Sweet Potatoes;Yams;;https://i.imgur.com/UDB1A6n.jpg;9;Sweet Potatoes;Garlic;Yams;Dates;Fig
2310994252;5/28/2019 20:51:18;false;4844426165;;5/28/2019 20:50:22;false;feca;1.0;45158942;SRB;0;Leskovac;178.149.136.18;Sweet Potatoes;Sweet Potatoes;Yams;;https://i.imgur.com/UDB1A6n.jpg;9;Sweet Potatoes;Garlic;Yams;Dates;Fig
2310994252;5/28/2019 20:51:26;false;4844426845;;5/28/2019 20:50:27;false;neodev;1.0;45175643;VEN;25;Caracas;186.90.129.236;Yams;Sweet Potatoes;Yams;;https://i.imgur.com/UDB1A6n.jpg;9;Sweet Potatoes;Garlic;Yams;Dates;Fig
2310994252;5/28/2019 20:52:01;false;4844428880;;5/28/2019 20:50:23;false;clixsense;1.0;44405236;POL;73;Bydgoszcz;89.78.100.107;Sweet Potatoes;Sweet Potatoes;Yams;;https://i.imgur.com/UDB1A6n.jpg;9;Sweet Potatoes;Garlic;Yams;Dates;Fig
2310994252;5/28/2019 20:52:04;false;4844429046;;5/28/2019 20:50:19;false;clixsense;1.0;36242343;UKR;19;Rivne;188.163.26.94;Sweet Potatoes;Sweet Potatoes;Yams;;https://i.imgur.com/UDB1A6n.jpg;9;Sweet Potatoes;Garlic;Yams;Dates;Fig
2310994252;5/28/2019 20:53:19;false;4844432694;;5/28/2019 20:52:44;false;clixsense;1.0;43752651;ARG;1;Ramos Mejia;186.19.10.223;Sweet Potatoes;Sweet Potatoes;Yams;;https://i.imgur.com/UDB1A6n.jpg;9;Sweet Potatoes;Garlic;Yams;Dates;Fig
2310994252;5/28/2019 20:53:22;false;4844432810;;5/28/2019 20:50:19;false;feca;1.0;45209229;USA;NY;New York;107.170.186.79;Sweet Potatoes;Sweet Potatoes;Yams;;https://i.imgur.com/UDB1A6n.jpg;9;Sweet Potatoes;Garlic;Yams;Dates;Fig
2310994252;5/28/2019 20:54:25;false;4844435825;;5/28/2019 20:52:57;false;clixsense;1.0;45011258;UKR;;;178.158.48.36;Sweet Potatoes;Sweet Potatoes;Yams;;https://i.imgur.com/UDB1A6n.jpg;9;Sweet Potatoes;Garlic;Yams;Dates;Fig
2310994253;5/28/2019 20:51:20;false;4844426328;;5/28/2019 20:50:51;false;neodev;1.0;38436499;VEN;25;Caracas;186.90.12.167;Zucchini;Zucchini;Cucumber;;https://i.imgur.com/MoP2V9a.jpg;10;Cucumber;Garlic;Prunes;Zucchini;Artichokes
2310994253;5/28/2019 20:51:23;false;4844426637;;5/28/2019 20:50:50;false;clixsense;1.0;44846194;VEN;4;Maracay;190.72.35.164;Zucchini;Zucchini;Cucumber;;https://i.imgur.com/MoP2V9a.jpg;10;Cucumber;Garlic;Prunes;Zucchini;Artichokes
2310994253;5/28/2019 20:51:33;false;4844427348;;5/28/2019 20:50:51;false;feca;1.0;45161174;BIH;2;Prijedor;134.90.134.235;Zucchini;Zucchini;Cucumber;;https://i.imgur.com/MoP2V9a.jpg;10;Cucumber;Garlic;Prunes;Zucchini;Artichokes
2310994253;5/28/2019 20:51:47;false;4844428014;;5/28/2019 20:50:44;false;feca;1.0;45165770;SRB;0;Nis;178.149.79.175;Zucchini;Zucchini;Cucumber;;https://i.imgur.com/MoP2V9a.jpg;10;Cucumber;Garlic;Prunes;Zucchini;Artichokes
2310994253;5/28/2019 20:51:50;false;4844428304;;5/28/2019 20:50:50;false;neodev;1.0;44031242;VEN;25;Caracas;186.185.49.211;Zucchini;Zucchini;Cucumber;;https://i.imgur.com/MoP2V9a.jpg;10;Cucumber;Garlic;Prunes;Zucchini;Artichokes
2310994253;5/28/2019 20:51:59;false;4844428815;;5/28/2019 20:50:50;false;clixsense;1.0;43262972;VEN;7;Valencia;201.209.115.214;Zucchini;Zucchini;Cucumber;;https://i.imgur.com/MoP2V9a.jpg;10;Cucumber;Garlic;Prunes;Zucchini;Artichokes
